participant_id,group,channel,band,signed_relevance,absolute_relevance
sub-03,N,F7,beta,-0.18050547,0.21276028
sub-03,N,F7,delta,-0.020772656,0.11222542
sub-03,N,F7,gamma,-0.11717115,0.1643409
sub-03,N,F7,theta,-0.21953489,0.25230482
sub-03,N,F8,alpha,-0.037388165,0.1676578
sub-03,N,F8,beta,-0.14766641,0.19046754
sub-03,N,F8,delta,-0.050297048,0.09719386
sub-03,N,F8,gamma,0.05239122,0.13575324
sub-03,N,F8,theta,-0.04863991,0.085254215
sub-03,N,Fp1,alpha,-0.06813769,0.22286709
sub-03,N,Fp1,beta,-0.0023620664,0.114036836
sub-03,N,Fp1,delta,0.07260091,0.09340574
sub-03,N,Fp1,gamma,-0.089653805,0.11701592
sub-03,N,Fp1,theta,0.002982515,0.060324196
sub-03,N,Fp2,alpha,-0.14343396,0.24203026
sub-03,N,Fp2,beta,0.04111967,0.13903336
sub-03,N,Fp2,delta,0.09377136,0.109497145
sub-03,N,Fp2,gamma,-0.03607281,0.059707038
sub-03,N,Fp2,theta,-0.027146196,0.062357146
sub-03,N,Fz,alpha,-0.1238808,0.19889987
sub-03,N,Fz,beta,-0.043986943,0.12647778
sub-03,N,Fz,delta,-0.038325556,0.100131884
sub-03,N,Fz,gamma,-0.011903343,0.10850768
sub-03,N,Fz,theta,0.0097224,0.059327967
sub-03,N,O1,alpha,-0.19086501,0.27345222
sub-03,N,O1,beta,-0.027348842,0.116983585
sub-03,N,O1,delta,0.06157393,0.1045624
sub-03,N,O1,gamma,-0.09663354,0.13387445
sub-03,N,O1,theta,-0.0155211985,0.0942569
sub-03,N,O2,alpha,-0.25308242,0.3007563
sub-03,N,O2,beta,-0.060764965,0.14535744
sub-03,N,O2,delta,0.23927753,0.2515635
sub-03,N,O2,gamma,-0.013293972,0.09361938
sub-03,N,O2,theta,0.07514791,0.109596625
sub-03,N,P3,alpha,-0.10746936,0.20345551
sub-03,N,P3,beta,-0.007904367,0.08189076
sub-03,N,P3,delta,0.028386684,0.070934884
sub-03,N,P3,gamma,0.08776095,0.11281428
sub-03,N,P3,theta,-0.067830525,0.082275584
sub-03,N,P4,alpha,-0.028871985,0.15669416
sub-03,N,P4,beta,-0.13950291,0.18140662
sub-03,N,P4,delta,0.026022142,0.06427985
sub-03,N,P4,gamma,0.017776774,0.06218943
sub-03,N,P4,theta,-0.04617946,0.077070475
sub-03,N,Pz,alpha,-0.050921876,0.17679705
sub-03,N,Pz,beta,-0.019469675,0.093852684
sub-03,N,Pz,delta,-0.053710226,0.09269521
sub-03,N,Pz,gamma,0.022278242,0.07152997
sub-03,N,Pz,theta,-0.09608746,0.10414062
sub-04,N,C3,alpha,-0.020092394,0.13270546
sub-04,N,C3,beta,0.060563046,0.098263465
sub-04,N,C3,delta,0.18442938,0.19926165
sub-04,N,C3,gamma,-0.051038284,0.11494498
sub-04,N,C3,theta,0.08235214,0.097381696
sub-04,N,C4,alpha,-0.048961323,0.11416284
sub-04,N,C4,beta,-0.03732211,0.111532256
sub-04,N,C4,delta,-0.004995518,0.12200514
sub-04,N,C4,gamma,0.06590764,0.23715717
sub-04,N,C4,theta,0.07621995,0.1279159
sub-04,N,Cz,alpha,0.07640292,0.18033275
sub-04,N,Cz,beta,0.088637695,0.17346409
sub-04,N,Cz,delta,0.024040602,0.11181435
sub-04,N,Cz,gamma,0.0658969,0.15925634
sub-04,N,Cz,theta,-0.055556793,0.10829354
sub-04,N,F3,alpha,-0.06850911,0.13482068
sub-04,N,F3,beta,0.03621236,0.0958759
sub-04,N,F3,delta,-0.08172457,0.15892003
sub-04,N,F3,gamma,-0.005700898,0.10574304
sub-04,N,F3,theta,0.03499359,0.09323718
sub-04,N,F4,alpha,-0.037523627,0.13610336
sub-04,N,F4,beta,-0.010126445,0.11317977
sub-04,N,F4,delta,-0.051085293,0.12921406
sub-04,N,F4,gamma,0.06595792,0.14811878
sub-04,N,F4,theta,0.0446622,0.112394474
sub-04,N,F7,alpha,-0.122932404,0.19986032
sub-04,N,F7,beta,-0.24094051,0.2624175
sub-04,N,F7,delta,-0.010781923,0.15281099
sub-04,N,F7,gamma,-0.12646495,0.20454818
sub-04,N,F7,theta,-0.24238724,0.2870698
sub-04,N,F8,alpha,0.003448281,0.11719264
sub-04,N,F8,beta,-0.16633528,0.19262469
sub-04,N,F8,delta,-0.09323156,0.149734
sub-04,N,F8,gamma,0.044717703,0.14323571
sub-04,N,F8,theta,-0.05151725,0.10088112
sub-04,N,Fp1,alpha,-0.10728079,0.17835538
sub-04,N,Fp1,beta,-0.051251333,0.16211797
sub-04,N,Fp1,delta,0.11713466,0.15090612
sub-04,N,Fp1,gamma,-0.10420629,0.16919276
sub-04,N,Fp1,theta,0.022252247,0.08226089
sub-04,N,Fp2,alpha,-0.15931585,0.2090462
sub-04,N,Fp2,beta,0.016142938,0.18112096
sub-04,N,Fp2,delta,0.12151158,0.14804827
sub-04,N,Fp2,gamma,-0.10318906,0.15384394
sub-04,N,Fp2,theta,-0.056933764,0.095176905
sub-04,N,Fz,alpha,-0.05643892,0.1271915
sub-04,N,Fz,beta,-0.03850279,0.15096676
sub-04,N,Fz,delta,-0.066565126,0.14471649
sub-04,N,Fz,gamma,-0.06961304,0.1676531
sub-04,N,Fz,theta,0.06603155,0.11741075
sub-04,N,O1,alpha,-0.19299702,0.24201547
sub-04,N,O1,beta,-0.013216989,0.1482159
sub-04,N,O1,delta,0.088636205,0.13388038
sub-04,N,O1,gamma,-0.29462764,0.33337036
sub-04,N,O1,theta,0.013080992,0.09289137
sub-04,N,O2,alpha,-0.2030352,0.2321837
sub-04,N,O2,beta,-0.012569927,0.20545432
sub-04,N,O2,delta,0.31991392,0.3317576
sub-04,N,O2,gamma,-0.039387416,0.16696171
sub-04,N,O2,theta,0.115631305,0.13483106
sub-04,N,P3,alpha,-0.09681847,0.17524135
sub-04,N,P3,beta,-0.03780328,0.0964296
sub-04,N,P3,delta,0.01777416,0.08424352
sub-04,N,P3,gamma,0.09295524,0.14789069
sub-04,N,P3,theta,-0.064613715,0.10289799
sub-04,N,P4,alpha,-0.01943334,0.10922269
sub-04,N,P4,beta,-0.29714218,0.33407962
sub-04,N,P4,delta,0.009755047,0.11129212
sub-04,N,P4,gamma,0.12363083,0.18175535
sub-04,N,P4,theta,-0.071597934,0.123878285
sub-04,N,Pz,alpha,-0.04105615,0.15546615
sub-04,N,Pz,beta,-0.029015297,0.09882855
sub-04,N,Pz,delta,-0.0836285,0.12520842
sub-04,N,Pz,gamma,0.013805624,0.10335244
sub-04,N,Pz,theta,-0.11781247,0.13365635
sub-05,N,C3,alpha,-0.035627883,0.12905033
sub-05,N,C3,beta,0.059235156,0.09656721
sub-05,N,C3,delta,0.1559882,0.18222296
sub-05,N,C3,gamma,-0.027429294,0.07175472
sub-05,N,C3,theta,0.14125925,0.1656724
sub-05,N,C4,alpha,-0.045505702,0.1313662
sub-05,N,C4,beta,-0.039550286,0.10752428
sub-05,N,C4,delta,0.02628124,0.10520941
sub-05,N,C4,gamma,-0.009671448,0.08332028
sub-05,N,C4,theta,0.14382492,0.1880805
sub-05,N,Cz,alpha,0.06618665,0.15996674
sub-05,N,Cz,beta,0.07838116,0.14701748
sub-05,N,Cz,delta,0.025924118,0.1216384
sub-05,N,Cz,gamma,0.004372184,0.07166769
sub-05,N,Cz,theta,-0.043915655,0.13354127
sub-05,N,F3,alpha,-0.0544627,0.13028774
sub-05,N,F3,beta,0.018437771,0.07867307
sub-05,N,F3,delta,-0.052092284,0.14338005
sub-05,N,F3,gamma,-0.0015589865,0.056354236
sub-05,N,F3,theta,0.11127149,0.16064852
sub-05,N,F4,alpha,-0.047239054,0.15826374
sub-05,N,F4,beta,-0.018225694,0.09094117
sub-05,N,F4,delta,-0.026347648,0.120203145
sub-05,N,F4,gamma,-0.0065174224,0.04331417
sub-05,N,F4,theta,0.10025263,0.17124444
sub-05,N,F7,alpha,-0.16171788,0.2344747
sub-05,N,F7,beta,-0.15865546,0.17239897
sub-05,N,F7,delta,0.03541912,0.14714268
sub-05,N,F7,gamma,-0.05154552,0.06722227
sub-05,N,F7,theta,-0.066764556,0.407765
sub-05,N,F8,alpha,-0.0011829942,0.1128252
sub-05,N,F8,beta,-0.11997999,0.15384361
sub-05,N,F8,delta,-0.046405524,0.120553695
sub-05,N,F8,gamma,0.027183698,0.101949684
sub-05,N,F8,theta,0.0792401,0.21398003
sub-05,N,Fp1,alpha,-0.1050732,0.183819
sub-05,N,Fp1,beta,0.007676141,0.12662756
sub-05,N,Fp1,delta,0.10613903,0.14379983
sub-05,N,Fp1,gamma,-0.064616375,0.08718512
sub-05,N,Fp1,theta,0.050958086,0.12408917
sub-05,N,Fp2,alpha,-0.15519048,0.20640482
sub-05,N,Fp2,beta,0.041844893,0.16182406
sub-05,N,Fp2,delta,0.1328858,0.1605711
sub-05,N,Fp2,gamma,-0.035588767,0.06364425
sub-05,N,Fp2,theta,-0.054042004,0.13690029
sub-05,N,Fz,alpha,-0.068131566,0.13167989
sub-05,N,Fz,beta,-0.0483048,0.108802944
sub-05,N,Fz,delta,-0.033929594,0.1354971
sub-05,N,Fz,gamma,-0.021170046,0.079418935
sub-05,N,Fz,theta,0.12961705,0.17921625
sub-05,N,O1,alpha,-0.17452264,0.2295968
sub-05,N,O1,beta,-0.0297582,0.09804375
sub-05,N,O1,delta,0.09918726,0.15017208
sub-05,N,O1,gamma,-0.06505247,0.091614656
sub-05,N,O1,theta,0.01570569,0.12827647
sub-05,N,O2,alpha,-0.20081192,0.23163393
sub-05,N,O2,beta,-0.06289522,0.11801998
sub-05,N,O2,delta,0.327344,0.34255564
sub-05,N,O2,gamma,-0.03521692,0.06987031
sub-05,N,O2,theta,0.12856445,0.18661249
sub-05,N,P3,alpha,-0.115973435,0.16680166
sub-05,N,P3,beta,-0.029837558,0.082023844
sub-05,N,P3,delta,0.046857815,0.1068193
sub-05,N,P3,gamma,0.0772223,0.09583406
sub-05,N,P3,theta,0.052237727,0.23244731
sub-05,N,P4,alpha,-0.045909837,0.114940405
sub-05,N,P4,beta,-0.15653504,0.1885727
sub-05,N,P4,delta,0.024239285,0.1301596
sub-05,N,P4,gamma,0.021881927,0.06285892
sub-05,N,P4,theta,0.02841482,0.2278489
sub-05,N,Pz,alpha,-0.042804513,0.13374741
sub-05,N,Pz,beta,-0.029739067,0.098973855
sub-05,N,Pz,delta,-0.059213,0.13210708
sub-05,N,Pz,gamma,0.027229536,0.07161854
sub-05,N,Pz,theta,-0.09252919,0.19349697
sub-06,N,C3,alpha,0.0022024703,0.0909803
sub-06,N,C3,beta,0.06960728,0.13881691
sub-06,N,C3,delta,0.17644708,0.19016205
sub-06,N,C3,gamma,-0.0468091,0.15629572
sub-06,N,C3,theta,0.077282876,0.09075288
sub-06,N,C4,alpha,-0.04267846,0.113295525
sub-06,N,C4,beta,-0.039567646,0.11646812
sub-06,N,C4,delta,0.0060274126,0.08847256
sub-06,N,C4,gamma,0.059313893,0.26108384
sub-06,N,C4,theta,0.05094182,0.098295644
sub-06,N,Cz,alpha,0.08299688,0.17082988
sub-06,N,Cz,beta,0.08727595,0.19180107
sub-06,N,Cz,delta,0.040595923,0.092820436
sub-06,N,Cz,gamma,0.05794985,0.1639823
sub-06,N,Cz,theta,-0.04927844,0.10636037
sub-06,N,F3,alpha,-0.064507164,0.11377385
sub-06,N,F3,beta,0.044680677,0.10959851
sub-06,N,F3,delta,-0.03580834,0.11024531
sub-06,N,F3,gamma,-0.014839276,0.12187252
sub-06,N,F3,theta,0.07033787,0.12971431
sub-06,N,F4,alpha,0.004205901,0.10870327
sub-06,N,F4,beta,-0.0009998273,0.11434638
sub-06,N,F4,delta,-0.039386608,0.11283311
sub-06,N,F4,gamma,0.10347688,0.18517722
sub-06,N,F4,theta,0.07084162,0.13947853
sub-06,N,F7,alpha,-0.1344785,0.18687871
sub-06,N,F7,beta,-0.24727997,0.2652201
sub-06,N,F7,delta,-0.0057074856,0.14484341
sub-06,N,F7,gamma,-0.16304448,0.21999088
sub-06,N,F7,theta,-0.2172152,0.3140333
sub-06,N,F8,alpha,-0.0037173952,0.07367815
sub-06,N,F8,beta,-0.2444093,0.29212326
sub-06,N,F8,delta,-0.08967491,0.13297015
sub-06,N,F8,gamma,0.14768218,0.24628888
sub-06,N,F8,theta,-0.04680302,0.09548693
sub-06,N,Fp1,alpha,-0.1137515,0.16815715
sub-06,N,Fp1,beta,-0.07541683,0.18371794
sub-06,N,Fp1,delta,0.11882304,0.14442347
sub-06,N,Fp1,gamma,-0.111521594,0.16330644
sub-06,N,Fp1,theta,0.040356833,0.10916121
sub-06,N,Fp2,alpha,-0.10555841,0.14384034
sub-06,N,Fp2,beta,0.01945852,0.19321586
sub-06,N,Fp2,delta,0.12333527,0.15415977
sub-06,N,Fp2,gamma,-0.09373794,0.16139211
sub-06,N,Fp2,theta,-0.06565671,0.105433606
sub-06,N,Fz,alpha,-0.057007357,0.13209437
sub-06,N,Fz,beta,-0.028722428,0.12672566
sub-06,N,Fz,delta,-0.026812406,0.09298893
sub-06,N,Fz,gamma,-0.040288378,0.11804631
sub-06,N,Fz,theta,0.14036049,0.1880735
sub-06,N,O1,alpha,-0.20635329,0.25745597
sub-06,N,O1,beta,-0.027106704,0.09991976
sub-06,N,O1,delta,0.082341716,0.107520394
sub-06,N,O1,gamma,-0.20113602,0.22850227
sub-06,N,O1,theta,0.022484958,0.08737668
sub-06,N,O2,alpha,-0.20961808,0.24185385
sub-06,N,O2,beta,-0.034479644,0.15865621
sub-06,N,O2,delta,0.3174286,0.3277165
sub-06,N,O2,gamma,-0.03396922,0.13112795
sub-06,N,O2,theta,0.14401577,0.16589956
sub-06,N,P3,alpha,-0.080148496,0.14318891
sub-06,N,P3,beta,-0.046542194,0.12306724
sub-06,N,P3,delta,0.012046375,0.09709565
sub-06,N,P3,gamma,0.094685614,0.1795186
sub-06,N,P3,theta,-0.022322003,0.1622747
sub-06,N,P4,alpha,-0.01749512,0.084585525
sub-06,N,P4,beta,-0.28523126,0.324667
sub-06,N,P4,delta,7.264317e-05,0.12405518
sub-06,N,P4,gamma,0.1755158,0.23534107
sub-06,N,P4,theta,-0.026280606,0.16266961
sub-06,N,Pz,alpha,-0.026811283,0.10225119
sub-06,N,Pz,beta,-0.011422078,0.11905016
sub-06,N,Pz,delta,-0.10736782,0.15380748
sub-06,N,Pz,gamma,-0.002489533,0.14603654
sub-06,N,Pz,theta,-0.12521653,0.18151858
sub-07,N,C3,alpha,-0.008003538,0.06521474
sub-07,N,C3,beta,0.016545104,0.1647004
sub-07,N,C3,delta,0.1401842,0.15379195
sub-07,N,C3,gamma,-0.054185763,0.1426276
sub-07,N,C3,theta,0.07210047,0.085121654
sub-07,N,C4,alpha,-0.03813604,0.08669159
sub-07,N,C4,beta,-0.046484854,0.13044937
sub-07,N,C4,delta,-0.01007845,0.07943144
sub-07,N,C4,gamma,0.037148144,0.2202018
sub-07,N,C4,theta,0.04240762,0.09140935
sub-07,N,Cz,alpha,0.035611734,0.121303275
sub-07,N,Cz,beta,0.04072209,0.23091356
sub-07,N,Cz,delta,0.044098493,0.09498989
sub-07,N,Cz,gamma,0.036286917,0.17175542
sub-07,N,Cz,theta,-0.045851186,0.099615365
sub-07,N,F3,alpha,-0.01818453,0.050759498
sub-07,N,F3,beta,0.02373256,0.14354673
sub-07,N,F3,delta,0.0011389275,0.0304035
sub-07,N,F3,gamma,0.022356581,0.17118734
sub-07,N,F3,theta,0.016212333,0.041880805
sub-07,N,F4,alpha,0.027894102,0.06553618
sub-07,N,F4,beta,-0.014421677,0.13172641
sub-07,N,F4,delta,-0.02621354,0.07678716
sub-07,N,F4,gamma,0.07750082,0.20217408
sub-07,N,F4,theta,0.03474585,0.094262056
sub-07,N,F7,alpha,-0.09926111,0.12835574
sub-07,N,F7,beta,-0.2885821,0.33698848
sub-07,N,F7,delta,-0.023294892,0.072023146
sub-07,N,F7,gamma,-0.12993129,0.29240027
sub-07,N,F7,theta,-0.18220402,0.1990756
sub-07,N,F8,alpha,-0.00091497233,0.0882607
sub-07,N,F8,beta,-0.24758573,0.30398586
sub-07,N,F8,delta,-0.07961703,0.116794966
sub-07,N,F8,gamma,0.09036423,0.208263
sub-07,N,F8,theta,-0.04112363,0.09844866
sub-07,N,Fp1,alpha,-0.07135396,0.11883016
sub-07,N,Fp1,beta,-0.124628335,0.21989779
sub-07,N,Fp1,delta,0.05777934,0.07307637
sub-07,N,Fp1,gamma,-0.12240774,0.17571978
sub-07,N,Fp1,theta,0.0116903735,0.05256272
sub-07,N,Fp2,alpha,-0.08417482,0.1333023
sub-07,N,Fp2,beta,0.0074800253,0.20158014
sub-07,N,Fp2,delta,0.097153865,0.12560545
sub-07,N,Fp2,gamma,-0.09028284,0.17926127
sub-07,N,Fp2,theta,-0.047533255,0.0844175
sub-07,N,Fz,alpha,-0.031168565,0.09901888
sub-07,N,Fz,beta,0.0023603917,0.18780115
sub-07,N,Fz,delta,-0.041298524,0.0920654
sub-07,N,Fz,gamma,-0.15244277,0.23057215
sub-07,N,Fz,theta,0.081353135,0.12537058
sub-07,N,O1,alpha,-0.12227201,0.14840811
sub-07,N,O1,beta,0.013754539,0.16797264
sub-07,N,O1,delta,0.08453195,0.11599123
sub-07,N,O1,gamma,-0.28947163,0.3635815
sub-07,N,O1,theta,0.038609225,0.0959869
sub-07,N,O2,alpha,-0.11048817,0.12696452
sub-07,N,O2,beta,-0.012418963,0.20333274
sub-07,N,O2,delta,0.2969436,0.3114431
sub-07,N,O2,gamma,-0.110541105,0.21741027
sub-07,N,O2,theta,0.15978701,0.17620058
sub-07,N,P3,alpha,-0.046985626,0.11641096
sub-07,N,P3,beta,-0.054372717,0.14159563
sub-07,N,P3,delta,4.455585e-05,0.102367654
sub-07,N,P3,gamma,0.07741249,0.15840676
sub-07,N,P3,theta,-0.035240177,0.14627011
sub-07,N,P4,alpha,-0.009802343,0.07859507
sub-07,N,P4,beta,-0.2752268,0.3239055
sub-07,N,P4,delta,-0.0016300677,0.11333848
sub-07,N,P4,gamma,0.10871344,0.17022805
sub-07,N,P4,theta,-0.031080514,0.12005307
sub-07,N,Pz,alpha,-0.03167603,0.11538562
sub-07,N,Pz,beta,0.0030003018,0.13343377
sub-07,N,Pz,delta,-0.081739366,0.13480668
sub-07,N,Pz,gamma,-0.01354402,0.1258267
sub-07,N,Pz,theta,-0.11365112,0.1459311
sub-08,N,C3,alpha,-0.0103551205,0.09155786
