participant_id,group,channel,band,signed_relevance,absolute_relevance
sub-03,N,C3,gamma,-0.05021803,0.1810983
sub-03,N,C3,theta,0.084915556,0.12674634
sub-03,N,C4,alpha,-0.113201566,0.31302223
sub-03,N,C4,beta,-0.046728674,0.20530559
sub-03,N,C4,delta,0.0057347785,0.13810433
sub-03,N,C4,gamma,-0.028305782,0.16933902
sub-03,N,C4,theta,0.017859567,0.119493775
sub-03,N,Cz,alpha,0.12991819,0.34025836
sub-03,N,Cz,beta,0.040040687,0.27809745
sub-03,N,Cz,delta,0.04589487,0.17444205
sub-03,N,Cz,gamma,0.16918643,0.2773864
sub-03,N,Cz,theta,-0.08893757,0.17013358
sub-03,N,F3,alpha,-0.07239244,0.3153156
sub-03,N,F3,beta,0.030456703,0.16907854
sub-03,N,F3,delta,-0.06299269,0.1600403
sub-03,N,F3,gamma,0.010139974,0.16427684
sub-03,N,F3,theta,0.014303664,0.12158979
sub-03,N,F4,alpha,-0.17188072,0.38050073
sub-03,N,F4,beta,-0.0024721439,0.19303246
sub-03,N,F4,delta,-0.042404152,0.16645373
sub-03,N,F4,gamma,0.03643772,0.14739713
sub-03,N,F4,theta,-0.00900081,0.15674645
sub-03,N,F7,alpha,-0.17834401,0.44479147
sub-03,N,F7,beta,-0.28711894,0.36111334
sub-03,N,F7,delta,-0.05354916,0.22331642
sub-03,N,F7,gamma,-0.22100376,0.31295478
sub-03,N,F7,theta,-0.36717913,0.4438186
sub-03,N,F8,alpha,-0.016246863,0.30955347
sub-03,N,F8,beta,-0.23068511,0.33460012
sub-03,N,F8,delta,-0.112824194,0.19541232
sub-03,N,F8,gamma,0.07628637,0.25426576
sub-03,N,F8,theta,-0.1266823,0.18994059
sub-03,N,Fp1,alpha,-0.07564195,0.37355664
sub-03,N,Fp1,beta,-0.018845035,0.19926672
sub-03,N,Fp1,delta,0.11992036,0.16196172
sub-03,N,Fp1,gamma,-0.16699563,0.24383348
sub-03,N,Fp1,theta,-0.007679137,0.122459516
sub-03,N,Fp2,alpha,-0.2199134,0.43442187
sub-03,N,Fp2,beta,0.05367533,0.25476968
sub-03,N,Fp2,delta,0.12748264,0.17262466
sub-03,N,Fp2,gamma,-0.05871635,0.11735247
sub-03,N,Fp2,theta,-0.038397554,0.12093233
sub-03,N,Fz,alpha,-0.15305421,0.3496701
sub-03,N,Fz,beta,-0.04037284,0.23264696
sub-03,N,Fz,delta,-0.086845025,0.192564
sub-03,N,Fz,gamma,0.033196818,0.19952679
sub-03,N,Fz,theta,-0.0042457683,0.12445176
sub-03,N,O1,alpha,-0.20988306,0.4319636
sub-03,N,O1,beta,-0.045939013,0.22696392
sub-03,N,O1,delta,0.09037334,0.17904574
sub-03,N,O1,gamma,-0.16810353,0.2501065
sub-03,N,O1,theta,-0.04787589,0.19275661
sub-03,N,O2,alpha,-0.34204316,0.46991074
sub-03,N,O2,beta,-0.06867409,0.26629966
sub-03,N,O2,delta,0.3664472,0.39381048
sub-03,N,O2,gamma,-0.0055706766,0.17019911
sub-03,N,O2,theta,0.10512974,0.19979265
sub-03,N,P3,alpha,-0.13093251,0.359363
sub-03,N,P3,beta,-0.0030825809,0.14800902
sub-03,N,P3,delta,0.03409393,0.12739187
sub-03,N,P3,gamma,0.156002,0.21339563
sub-03,N,P3,theta,-0.13224004,0.15911496
sub-03,N,P4,alpha,-0.0040448844,0.30874276
sub-03,N,P4,beta,-0.21591029,0.28940234
sub-03,N,P4,delta,0.039807133,0.11671395
sub-03,N,P4,gamma,0.04611582,0.124759845
sub-03,N,P4,theta,-0.100570336,0.15068616
sub-03,N,Pz,alpha,-0.051051114,0.3228489
sub-03,N,Pz,beta,-0.026803399,0.1754857
sub-03,N,Pz,delta,-0.12337584,0.18580768
sub-03,N,Pz,gamma,0.03724868,0.12419607
sub-03,N,Pz,theta,-0.19895335,0.21336783
sub-04,N,C3,alpha,-0.004040839,0.29153407
sub-04,N,C3,beta,0.08661995,0.2061822
sub-04,N,C3,delta,0.28141007,0.32715812
sub-04,N,C3,gamma,-0.15981247,0.28572586
sub-04,N,C3,theta,0.12761365,0.1736581
sub-04,N,C4,alpha,-0.083939806,0.24451785
sub-04,N,C4,beta,-0.07824397,0.23868711
sub-04,N,C4,delta,-0.073151596,0.28382033
sub-04,N,C4,gamma,0.070488125,0.469216
sub-04,N,C4,theta,0.09243041,0.2485905
sub-04,N,Cz,alpha,0.1652827,0.35762322
sub-04,N,Cz,beta,0.10872821,0.29063553
sub-04,N,Cz,delta,0.035256203,0.23303933
sub-04,N,Cz,gamma,0.096077494,0.28469664
sub-04,N,Cz,theta,-0.14985688,0.2460136
sub-04,N,F3,alpha,-0.13383311,0.28253603
sub-04,N,F3,beta,0.064584926,0.21155702
sub-04,N,F3,delta,-0.15045944,0.33431223
sub-04,N,F3,gamma,-0.03437457,0.22685096
sub-04,N,F3,theta,0.0059039393,0.20903482
sub-04,N,F4,alpha,-0.07773066,0.2867622
sub-04,N,F4,beta,0.01631075,0.23082434
sub-04,N,F4,delta,-0.1267462,0.26049998
sub-04,N,F4,gamma,0.134305,0.32003424
sub-04,N,F4,theta,0.047053315,0.23248316
sub-04,N,F7,alpha,-0.13802408,0.3578817
sub-04,N,F7,beta,-0.44911814,0.52479273
sub-04,N,F7,delta,-0.0381618,0.3240654
sub-04,N,F7,gamma,-0.25753966,0.40887934
sub-04,N,F7,theta,-0.4150484,0.5156796
sub-04,N,F8,alpha,0.061252,0.26363477
sub-04,N,F8,beta,-0.30276057,0.38075757
sub-04,N,F8,delta,-0.19590642,0.33244208
sub-04,N,F8,gamma,0.026329402,0.28754357
sub-04,N,F8,theta,-0.13792418,0.23447
sub-04,N,Fp1,alpha,-0.1752053,0.3436434
sub-04,N,Fp1,beta,-0.123662055,0.32716155
sub-04,N,Fp1,delta,0.19373184,0.27146682
sub-04,N,Fp1,gamma,-0.17846093,0.37111068
sub-04,N,Fp1,theta,0.022328006,0.17078002
sub-04,N,Fp2,alpha,-0.27881327,0.41569242
sub-04,N,Fp2,beta,0.023901226,0.33179024
sub-04,N,Fp2,delta,0.14018017,0.2395853
sub-04,N,Fp2,gamma,-0.19905296,0.33501068
sub-04,N,Fp2,theta,-0.123065665,0.21307123
sub-04,N,Fz,alpha,-0.03692907,0.25253198
sub-04,N,Fz,beta,-0.03796358,0.31661034
sub-04,N,Fz,delta,-0.15058757,0.30532613
sub-04,N,Fz,gamma,-0.06887914,0.31435284
sub-04,N,Fz,theta,0.09385086,0.25710616
sub-04,N,O1,alpha,-0.25441074,0.3981468
sub-04,N,O1,beta,-0.019597769,0.32921615
sub-04,N,O1,delta,0.14917503,0.24176715
sub-04,N,O1,gamma,-0.53532594,0.6153222
sub-04,N,O1,theta,0.03123018,0.21047644
sub-04,N,O2,alpha,-0.25825766,0.38770223
sub-04,N,O2,beta,0.019186791,0.4216584
sub-04,N,O2,delta,0.49595195,0.52505136
sub-04,N,O2,gamma,-0.07191765,0.34496203
sub-04,N,O2,theta,0.1989552,0.25692225
sub-04,N,P3,alpha,-0.11215228,0.3519249
sub-04,N,P3,beta,-0.076344535,0.20487228
sub-04,N,P3,delta,0.004301696,0.16219157
sub-04,N,P3,gamma,0.13750723,0.27113298
sub-04,N,P3,theta,-0.11144319,0.18881877
sub-04,N,P4,alpha,0.014651775,0.26501825
sub-04,N,P4,beta,-0.48035023,0.5758605
sub-04,N,P4,delta,0.010875095,0.22284558
sub-04,N,P4,gamma,0.25686574,0.3745636
sub-04,N,P4,theta,-0.13884784,0.24481353
sub-04,N,Pz,alpha,-0.026977861,0.31488937
sub-04,N,Pz,beta,-0.049507115,0.20055296
sub-04,N,Pz,delta,-0.17456178,0.2536821
sub-04,N,Pz,gamma,-7.955616e-05,0.2007064
sub-04,N,Pz,theta,-0.22759703,0.26192814
sub-05,N,C3,alpha,-0.041449837,0.255708
sub-05,N,C3,beta,0.087140545,0.19157098
sub-05,N,C3,delta,0.2274945,0.2921949
sub-05,N,C3,gamma,-0.055664103,0.14823744
sub-05,N,C3,theta,0.24266358,0.30072492
sub-05,N,C4,alpha,-0.059070755,0.26185456
sub-05,N,C4,beta,-0.075341135,0.21121477
sub-05,N,C4,delta,0.006289758,0.21649519
sub-05,N,C4,gamma,-0.02919506,0.16783606
sub-05,N,C4,theta,0.25139824,0.36918935
sub-05,N,Cz,alpha,0.14753123,0.30799493
sub-05,N,Cz,beta,0.108360074,0.25332248
sub-05,N,Cz,delta,0.034304727,0.24819171
sub-05,N,Cz,gamma,0.016930163,0.11660262
sub-05,N,Cz,theta,-0.12896766,0.29401204
sub-05,N,F3,alpha,-0.0830999,0.25226516
sub-05,N,F3,beta,0.027294457,0.16574778
sub-05,N,F3,delta,-0.08940736,0.2982264
sub-05,N,F3,gamma,-0.0030946115,0.10899893
sub-05,N,F3,theta,0.17753501,0.3127272
sub-05,N,F4,alpha,-0.100973465,0.3236646
sub-05,N,F4,beta,0.0036423986,0.17190371
sub-05,N,F4,delta,-0.06961708,0.22173084
sub-05,N,F4,gamma,-3.831975e-05,0.08625152
sub-05,N,F4,theta,0.15264855,0.32835656
sub-05,N,F7,alpha,-0.2190948,0.40162373
sub-05,N,F7,beta,-0.2661684,0.3052698
sub-05,N,F7,delta,0.08286016,0.30149
sub-05,N,F7,gamma,-0.09862393,0.1377121
sub-05,N,F7,theta,-0.029256487,0.7081645
sub-05,N,F8,alpha,0.045322727,0.23122215
sub-05,N,F8,beta,-0.18676504,0.27074632
sub-05,N,F8,delta,-0.083058186,0.24997355
sub-05,N,F8,gamma,0.02792469,0.19481893
sub-05,N,F8,theta,0.1353953,0.42624283
sub-05,N,Fp1,alpha,-0.17450869,0.33235705
sub-05,N,Fp1,beta,0.017305683,0.22882454
sub-05,N,Fp1,delta,0.1689243,0.25216123
sub-05,N,Fp1,gamma,-0.1088484,0.17463598
sub-05,N,Fp1,theta,0.06833437,0.23598953
sub-05,N,Fp2,alpha,-0.2746276,0.39005017
sub-05,N,Fp2,beta,0.07112557,0.29553494
sub-05,N,Fp2,delta,0.17383687,0.25896147
sub-05,N,Fp2,gamma,-0.050299924,0.12817019
sub-05,N,Fp2,theta,-0.11123307,0.28445715
sub-05,N,Fz,alpha,-0.057879146,0.2465085
sub-05,N,Fz,beta,-0.056294516,0.20829391
sub-05,N,Fz,delta,-0.07124944,0.27315775
sub-05,N,Fz,gamma,0.0035166417,0.1452189
sub-05,N,Fz,theta,0.22188386,0.3592331
sub-05,N,O1,alpha,-0.21118696,0.37683874
sub-05,N,O1,beta,-0.06130594,0.19235821
sub-05,N,O1,delta,0.16938856,0.27270994
sub-05,N,O1,gamma,-0.1293619,0.19053634
sub-05,N,O1,theta,0.026272228,0.26676518
sub-05,N,O2,alpha,-0.26733923,0.36310214
sub-05,N,O2,beta,-0.08374441,0.21562216
sub-05,N,O2,delta,0.48454955,0.52171904
sub-05,N,O2,gamma,-0.061037026,0.13070863
sub-05,N,O2,theta,0.18822661,0.34197345
sub-05,N,P3,alpha,-0.17183748,0.3086712
sub-05,N,P3,beta,-0.06433665,0.16431506
sub-05,N,P3,delta,0.08105419,0.21328698
sub-05,N,P3,gamma,0.12582774,0.17792603
sub-05,N,P3,theta,0.13286734,0.44369492
sub-05,N,P4,alpha,-0.055047214,0.2368734
sub-05,N,P4,beta,-0.2554901,0.3247788
sub-05,N,P4,delta,0.05600769,0.2528846
sub-05,N,P4,gamma,0.04855236,0.12554064
sub-05,N,P4,theta,0.055297807,0.43141997
sub-05,N,Pz,alpha,-0.046115268,0.25681415
sub-05,N,Pz,beta,-0.052919164,0.18369178
sub-05,N,Pz,delta,-0.09759201,0.26039433
sub-05,N,Pz,gamma,0.04414521,0.13354062
sub-05,N,Pz,theta,-0.16826564,0.3746548
sub-06,N,C3,alpha,0.020007718,0.21111906
sub-06,N,C3,beta,0.075706586,0.2801041
sub-06,N,C3,delta,0.2612029,0.3097031
sub-06,N,C3,gamma,-0.17396049,0.39069623
sub-06,N,C3,theta,0.12892376,0.17066611
sub-06,N,C4,alpha,-0.07075042,0.24647716
sub-06,N,C4,beta,-0.09098176,0.25799942
sub-06,N,C4,delta,-0.037554406,0.20646027
sub-06,N,C4,gamma,0.06537774,0.53388786
sub-06,N,C4,theta,0.052808855,0.20124711
sub-06,N,Cz,alpha,0.17367765,0.34790754
sub-06,N,Cz,beta,0.107999615,0.33393478
sub-06,N,Cz,delta,0.07470793,0.20074946
sub-06,N,Cz,gamma,0.07028271,0.2858804
sub-06,N,Cz,theta,-0.13040262,0.24001169
sub-06,N,F3,alpha,-0.1291703,0.24324553
sub-06,N,F3,beta,0.08308068,0.23923148
sub-06,N,F3,delta,-0.05186068,0.24525209
sub-06,N,F3,gamma,-0.053284124,0.2719726
sub-06,N,F3,theta,0.06789664,0.27689
sub-06,N,F4,alpha,0.011878629,0.24878508
sub-06,N,F4,beta,0.043403227,0.24046192
sub-06,N,F4,delta,-0.09938496,0.22869864
sub-06,N,F4,gamma,0.20800318,0.3980867
sub-06,N,F4,theta,0.08477053,0.27754498
sub-06,N,F7,alpha,-0.16667986,0.3426486
sub-06,N,F7,beta,-0.46189603,0.5451572
sub-06,N,F7,delta,-0.0332171,0.32349992
sub-06,N,F7,gamma,-0.3373613,0.45623478
sub-06,N,F7,theta,-0.35248187,0.56155145
sub-06,N,F8,alpha,0.024518881,0.1740748
sub-06,N,F8,beta,-0.4534451,0.5631516
sub-06,N,F8,delta,-0.19654329,0.301745
sub-06,N,F8,gamma,0.18593915,0.47407275
sub-06,N,F8,theta,-0.119250566,0.22212532
sub-06,N,Fp1,alpha,-0.19553459,0.31782633
sub-06,N,Fp1,beta,-0.18232113,0.38129264
sub-06,N,Fp1,delta,0.19840086,0.26279444
sub-06,N,Fp1,gamma,-0.20307378,0.35439724
sub-06,N,Fp1,theta,0.04140959,0.22170162
sub-06,N,Fp2,alpha,-0.16937526,0.28060243
sub-06,N,Fp2,beta,0.034735177,0.35716143
sub-06,N,Fp2,delta,0.1419916,0.24532959
sub-06,N,Fp2,gamma,-0.16467623,0.35523427
sub-06,N,Fp2,theta,-0.14170003,0.24472223
sub-06,N,Fz,alpha,-0.024594953,0.2802069
sub-06,N,Fz,beta,-0.0143833775,0.27445108
sub-06,N,Fz,delta,-0.05941736,0.19771264
sub-06,N,Fz,gamma,-0.030960862,0.21798459
sub-06,N,Fz,theta,0.23925498,0.40321136
sub-06,N,O1,alpha,-0.2843312,0.4314623
sub-06,N,O1,beta,-0.051475465,0.22237706
sub-06,N,O1,delta,0.14301544,0.19504255
sub-06,N,O1,gamma,-0.35626966,0.42961517
sub-06,N,O1,theta,0.057831742,0.19240674
sub-06,N,O2,alpha,-0.2683556,0.40931642
sub-06,N,O2,beta,-0.033483762,0.31897417
sub-06,N,O2,delta,0.49353683,0.5238603
sub-06,N,O2,gamma,-0.07701154,0.2655319
sub-06,N,O2,theta,0.25806347,0.32822442
sub-06,N,P3,alpha,-0.08696094,0.29100978
sub-06,N,P3,beta,-0.10325458,0.26131523
sub-06,N,P3,delta,-0.004847578,0.19470802
sub-06,N,P3,gamma,0.12163835,0.33806542
sub-06,N,P3,theta,-0.02261085,0.30057934
sub-06,N,P4,alpha,0.012417092,0.2118858
sub-06,N,P4,beta,-0.44257915,0.5508967
sub-06,N,P4,delta,-0.00082537165,0.25299937
sub-06,N,P4,gamma,0.35121867,0.48787647
sub-06,N,P4,theta,-0.059302513,0.33542746
sub-06,N,Pz,alpha,-0.025996268,0.21445325
sub-06,N,Pz,beta,-0.00635321,0.24212793
sub-06,N,Pz,delta,-0.2141526,0.3313789
sub-06,N,Pz,gamma,-0.0631613,0.31428257
sub-06,N,Pz,theta,-0.24028829,0.3580155
sub-07,N,C3,alpha,-0.012492366,0.14394926
sub-07,N,C3,beta,-0.026216283,0.31146455
sub-07,N,C3,delta,0.17604752,0.23129529
sub-07,N,C3,gamma,-0.18507369,0.36753494
sub-07,N,C3,theta,0.105292425,0.15276505
sub-07,N,C4,alpha,-0.06896616,0.18495527
sub-07,N,C4,beta,-0.10219584,0.28321186
sub-07,N,C4,delta,-0.07078743,0.20819667
sub-07,N,C4,gamma,-0.013704538,0.44343838
sub-07,N,C4,theta,0.028665733,0.17479196
sub-07,N,Cz,alpha,0.07464927,0.23063108
sub-07,N,Cz,beta,0.0148877,0.39174187
sub-07,N,Cz,delta,0.08033631,0.19477281
sub-07,N,Cz,gamma,0.01235989,0.3038133
sub-07,N,Cz,theta,-0.111459665,0.21546212
sub-07,N,F3,alpha,-0.039576013,0.10694153
sub-07,N,F3,beta,0.016365841,0.30143157
sub-07,N,F3,delta,-0.0014480419,0.05780126
sub-07,N,F3,gamma,0.025562948,0.37291056
sub-07,N,F3,theta,0.0023250321,0.09279931
sub-07,N,F4,alpha,0.046528317,0.14586662
sub-07,N,F4,beta,-0.0029932943,0.26020202
sub-07,N,F4,delta,-0.08241124,0.1581472
sub-07,N,F4,gamma,0.12835175,0.42309058
sub-07,N,F4,theta,0.026812544,0.19839267
sub-07,N,F7,alpha,-0.1203147,0.23228262
sub-07,N,F7,beta,-0.5961174,0.69698006
sub-07,N,F7,delta,-0.05998417,0.16520445
sub-07,N,F7,gamma,-0.324929,0.5641434
sub-07,N,F7,theta,-0.29687867,0.3477632
sub-07,N,F8,alpha,0.02681423,0.20147777
sub-07,N,F8,beta,-0.47073838,0.5912989
sub-07,N,F8,delta,-0.16723406,0.26037398
sub-07,N,F8,gamma,0.035635028,0.39411443
sub-07,N,F8,theta,-0.10374861,0.22270429
sub-07,N,Fp1,alpha,-0.11977324,0.21535061
sub-07,N,Fp1,beta,-0.3047297,0.4631164
sub-07,N,Fp1,delta,0.078766935,0.12501115
sub-07,N,Fp1,gamma,-0.2302329,0.375013
sub-07,N,Fp1,theta,0.011445669,0.111643836
sub-07,N,Fp2,alpha,-0.11609755,0.25521594
sub-07,N,Fp2,beta,-0.0043092244,0.35835946
sub-07,N,Fp2,delta,0.090045705,0.19639651
sub-07,N,Fp2,gamma,-0.16036685,0.36491594
sub-07,N,Fp2,theta,-0.09340364,0.17830281
sub-07,N,Fz,alpha,-0.006920234,0.21362384
sub-07,N,Fz,beta,0.03242669,0.37649748
sub-07,N,Fz,delta,-0.09861574,0.19605352
sub-07,N,Fz,gamma,-0.23130196,0.40111443
sub-07,N,Fz,theta,0.12857464,0.27225313
sub-07,N,O1,alpha,-0.15548037,0.22963433
sub-07,N,O1,beta,0.025775127,0.36748603
sub-07,N,O1,delta,0.13720636,0.2021848
sub-07,N,O1,gamma,-0.5009259,0.64880216
sub-07,N,O1,theta,0.08289797,0.21338914
sub-07,N,O2,alpha,-0.13435337,0.20578048
sub-07,N,O2,beta,0.0048008217,0.3911637
sub-07,N,O2,delta,0.45775422,0.49891213
sub-07,N,O2,gamma,-0.23719965,0.44837877
sub-07,N,O2,theta,0.303366,0.35030916
sub-07,N,P3,alpha,-0.028775163,0.23624162
sub-07,N,P3,beta,-0.1101424,0.30228397
sub-07,N,P3,delta,-0.042472925,0.2045801
sub-07,N,P3,gamma,0.08071218,0.2862389
sub-07,N,P3,theta,-0.052280743,0.24966887
sub-07,N,P4,alpha,0.02059305,0.19718231
sub-07,N,P4,beta,-0.41104373,0.5400854
sub-07,N,P4,delta,-0.0076229796,0.22433136
sub-07,N,P4,gamma,0.1942776,0.34528756
sub-07,N,P4,theta,-0.049722623,0.23732111
sub-07,N,Pz,alpha,-0.038532943,0.24547255
sub-07,N,Pz,beta,0.025327114,0.27087265
sub-07,N,Pz,delta,-0.15146956,0.2732232
sub-07,N,Pz,gamma,-0.082426585,0.256231
sub-07,N,Pz,theta,-0.19249484,0.26787588
sub-08,N,C3,alpha,-0.013257174,0.20548968
